time_myr,analytic_z6_msun,z3_chabrier_growth1,z3_chabrier_growth0,z3_topheavy_growth1,z3_topheavy_growth0,z6_chabrier_growth1,z6_chabrier_growth0,z6_topheavy_growth1,z6_topheavy_growth0,z9_chabrier_growth1,z9_chabrier_growth0,z9_topheavy_growth1,z9_topheavy_growth0
9.000000000000000000e+01,1.218670920898284424e+12,1.237395771490701172e+12,1.464982918638155518e+12,8.610979718951871094e+12,1.018105161171555469e+13,1.235384214754855957e+12,2.510567451705990723e+12,8.618053372252949219e+12,1.741242534426276758e+13,6.550440737632718506e+11,3.846612565213569824e+12,4.602186515815291016e+12,2.661389656211151172e+13
9.050000000000000000e+01,1.231566842975817139e+12,1.250130175596861328e+12,1.481428656758750732e+12,8.696847444392688477e+12,1.029205955742541211e+13,1.245070033328998047e+12,2.540377382625679688e+12,8.682950669505362305e+12,1.761350611788057031e+13,6.568064707091066895e+11,3.895525740289562012e+12,4.613280414063788086e+12,2.694356910577775391e+13
9.100000000000000000e+01,1.244507934888323730e+12,1.262899828664469482e+12,1.497945468690308350e+12,8.782943802043938477e+12,1.040353547755648828e+13,1.254734985902646484e+12,2.570345753597812500e+12,8.747699738352514648e+12,1.781563410113238672e+13,6.585234209408386230e+11,3.944760292529453613e+12,4.624067929329821289e+12,2.727537206845848047e+13
9.150000000000000000e+01,1.257494039520954102e+12,1.275704497525222656e+12,1.514533245450427979e+12,8.869267296172447266e+12,1.051547870055228125e+13,1.264378751050140625e+12,2.600472648304759277e+12,8.812298542706041016e+12,1.801880993489692578e+13,6.601952509512476807e+11,3.994317083795197754e+12,4.634551355856711914e+12,2.760931130152828516e+13
9.200000000000000000e+01,1.270525001387032959e+12,1.288543951048256592e+12,1.531191879883838379e+12,8.955816443673410156e+12,1.062788856608325781e+13,1.274001012480698242e+12,2.630758153625090820e+12,8.876745079119082031e+12,1.822303427984822656e+13,6.618222894292677002e+11,4.044196983201384277e+12,4.644733000152586914e+12,2.794539270258113281e+13
9.250000000000000000e+01,1.283600666600129395e+12,1.301417960106089355e+12,1.547921266630241699e+12,9.042589773865699219e+12,1.074076442485528906e+13,1.283601458969390625e+12,2.661202359586836426e+12,8.941037376360552734e+12,1.842830781618026953e+13,6.634048671289261475e+11,4.094400867067241699e+12,4.654615180167491211e+12,2.828362221516080859e+13
9.300000000000000000e+01,1.296720882846795898e+12,1.314326297541372070e+12,1.564721302092949463e+12,9.129585828291923828e+12,1.085410563842264453e+13,1.293179784289483154e+12,2.691805359321969727e+12,9.005173494997451172e+12,1.863463124333878516e+13,6.649433167415714111e+11,4.144929618870269531e+12,4.664200224491167969e+12,2.862400582850056641e+13
9.350000000000000000e+01,1.309885499359952148e+12,1.327268738134427734e+12,1.581591884408294434e+12,9.216803160523101562e+12,1.096791157900546680e+13,1.302735687146097656e+12,2.722567249022063477e+12,9.069151526985060547e+12,1.884200527975946875e+13,6.664379727713186035e+11,4.195784129201488281e+12,4.673490471570903320e+12,2.896654957727208203e+13
9.400000000000000000e+01,1.323094366892892090e+12,1.340245058571565186e+12,1.598532913415768799e+12,9.304240335967814453e+12,1.108218162931151953e+13,1.312268871111157959e+12,2.753488127895071289e+12,9.132969595264779297e+12,1.905043066261305469e+13,6.678891714136386719e+11,4.246965295722235352e+12,4.682488268949153320e+12,2.931125954134336719e+13
9.450000000000000000e+01,1.336347337693906494e+12,1.353255037414130371e+12,1.615544290628911865e+12,9.391895931685718750e+12,1.119691518236219922e+13,1.321779044559581299e+12,2.784568098123217773e+12,9.196625853369304688e+12,1.925990814755648047e+13,6.692972504370155029e+11,4.298474023122465820e+12,4.691195972520396484e+12,2.965814184554512500e+13
9.500000000000000000e+01,1.349644265481482666e+12,1.366298455068271729e+12,1.632625919206865723e+12,9.479768536205248047e+12,1.131211164132249805e+13,1.331265920606678711e+12,2.815807264821950684e+12,9.260118485035082031e+12,1.947043850849035547e+13,6.706625490676069336e+11,4.350311223080509277e+12,4.699615945806840820e+12,3.000720265944562891e+13
9.550000000000000000e+01,1.362985005420089111e+12,1.379375093755421143e+12,1.649777703926641357e+12,9.567856749345460938e+12,1.142777041933505859e+13,1.340729217046740234e+12,2.847205735999935547e+12,9.323445703821750000e+12,1.968202253732235156e+13,6.719854078768437500e+11,4.402477814224245117e+12,4.707750559252607422e+12,3.035844819713366406e+13
9.600000000000000000e+01,1.376369414096505127e+12,1.392484737483436523e+12,1.666999551156011230e+12,9.656159182041820312e+12,1.154389093935791406e+13,1.350168656292756104e+12,2.878763622520027832e+12,9.386605752738402344e+12,1.989466104373630469e+13,6.732661686718924561e+11,4.454974722093645508e+12,4.715602189535877930e+12,3.071188471700939062e+13
9.650000000000000000e+01,1.389797349496694824e+12,1.405627172018415527e+12,1.684291368827068848e+12,9.744674456175863281e+12,1.166047263400605078e+13,1.359583965317251465e+12,2.910481038061250488e+12,9.449596903876486328e+12,2.010835485496706641e+13,6.745051743889284668e+11,4.507802879104662109e+12,4.723173218898772461e+12,3.106751852158296484e+13
9.700000000000000000e+01,1.403268670983202637e+12,1.418802184857135986e+12,1.701653066410388428e+12,9.833401204408628906e+12,1.177751494539653320e+13,1.368974875594214844e+12,2.942358099081683594e+12,9.512417458049179688e+12,2.032310481558074219e+13,6.757027689891516113e+11,4.560963224514381836e+12,4.730466034494422852e+12,3.142535595728039062e+13
9.750000000000000000e+01,1.416783239273053955e+12,1.432009565200129639e+12,1.719084554889791504e+12,9.922338070017746094e+12,1.189501732499713477e+13,1.378341123042056152e+12,2.974394924782283691e+12,9.575065744437042969e+12,2.053891178726012891e+13,6.768592973574826660e+11,4.614456704387458008e+12,4.737483027750979492e+12,3.178540341425691016e+13
9.800000000000000000e+01,1.430340916416156982e+12,1.445249103925350830e+12,1.736585746737693604e+12,1.001148370673802539e+13,1.201297923347837695e+13,1.387682447967616455e+12,3.006591637071580078e+12,9.637540120239802734e+12,2.075577664859547656e+13,6.779751052038867188e+11,4.668284271563767578e+12,4.744226593752141602e+12,3.214766732621718359e+13
9.850000000000000000e+01,1.443941565774172852e+12,1.458520593562430908e+12,1.754156555891026855e+12,1.010083677860554688e+13,1.213140014056887891e+13,1.396998595011151855e+12,3.038948360531250977e+12,9.699838970334113281e+12,2.097370029488011328e+13,6.790505389672585449e+11,4.722446885627214844e+12,4.750699130633842773e+12,3.251215417024253906e+13
9.900000000000000000e+01,1.457585051999863037e+12,1.471823828267504395e+12,1.771796897727696289e+12,1.019039595980507617e+13,1.225027952491393750e+13,1.406289313092299316e+12,3.071465222382501465e+12,9.761960706937099609e+12,2.119268363791092969e+13,6.800859457218248291e+11,4.776945512875723633e+12,4.756903038996788086e+12,3.287887046662455469e+13
9.950000000000000000e+01,1.471271241016879150e+12,1.485158603798585205e+12,1.789506689043586914e+12,1.028015993452074805e+13,1.236961687393719141e+13,1.415554355356976562e+12,3.104142352453287598e+12,9.823903769275560547e+12,2.141272760579366406e+13,6.810816730859947510e+11,4.831781126292340820e+12,4.762840721334495117e+12,3.324782277870561328e+13
1.000000000000000000e+02,1.485000000000000000e+12,1.498524717491483643e+12,1.807285848030074707e+12,1.037012739678993164e+13,1.248941168370538281e+13,1.424793479125219238e+12,3.136979883146301758e+12,9.885666623260742188e+12,2.163383314275259766e+13,6.820380691336186523e+11,4.886954705517390625e+12,4.768514581476463867e+12,3.361901771272525000e+13
