mass_msun,alpha1.35_mc0.2,alpha1.35_mc5,alpha1.35_mc10,alpha2.35_mc0.2,alpha2.35_mc5,alpha2.35_mc10
8.197723283631045410e-01,3.941131350082833357e-02,7.812435763175503248e-10,1.084054550955005304e-25,3.582962648145989193e-01,2.525022364230699905e-08,4.617454688217872931e-24
8.256448275892299682e-01,3.907977080998945724e-02,9.497589153919759337e-10,1.998480185095883202e-25,3.527551553579932886e-01,3.047839818188968241e-08,8.451841459617843120e-24
8.315593948944638436e-01,3.875049422885994133e-02,1.151939018394316527e-09,3.658342433567089553e-25,3.472950531855871215e-01,3.670356410044348527e-08,1.536157833412808013e-23
8.375163316365785704e-01,3.842347940201502193e-02,1.393947020473661911e-09,6.650272749105195243e-25,3.419149030584321958e-01,4.409862084896148377e-08,2.772623709961209041e-23
8.435159413321432487e-01,3.809872170408066389e-02,1.682964922656591395e-09,1.200603367317696400e-24,3.366136598442021621e-01,5.286324196493165080e-08,4.969938588215054297e-23
8.495585296719918578e-01,3.777621624731439254e-02,2.027342372016319085e-09,2.152775113396638572e-24,3.313902885310114899e-01,6.322747184089971625e-08,8.848101979238895261e-23
8.556444045367961326e-01,3.745595788905341228e-02,2.436763940039660358e-09,3.834161514588275597e-24,3.262437642368634094e-01,7.545572020468097304e-08,1.564666732648456968e-22
8.617738760127531261e-01,3.713794123903072647e-02,2.922436718906299685e-09,6.783409232557140573e-24,3.211730722148765094e-01,8.985118628329052796e-08,2.748523492429677411e-22
8.679472564073867913e-01,3.682216066656086861e-02,3.497300169883592984e-09,1.192241879730944962e-23,3.161772078544413667e-01,1.067607456575635358e-07,4.796404462151676248e-22
8.741648602654571443e-01,3.650861030759675746e-02,4.176260271652478948e-09,2.081862108626492295e-23,3.112551766784626972e-01,1.265803336850544425e-07,8.315787366174847040e-22
8.804270043849902194e-01,3.619728407165855727e-02,4.976450127930979002e-09,3.611959767537562971e-23,3.064059943368191985e-01,1.497608600471931903e-07,1.432498940154170537e-21
8.867340078334168263e-01,3.588817564863655551e-02,5.917519301947677234e-09,6.226857996941538146e-23,3.016286865961947949e-01,1.768146894339035283e-07,2.451999384772138931e-21
8.930861919638306556e-01,3.558127851546889764e-02,7.021954248739676438e-09,1.066747248301310060e-22,2.969222893264087948e-01,2.083227235859056132e-07,4.170738071190419433e-21
8.994838804313631808e-01,3.527658594269576092e-02,8.315432313394475282e-09,1.816149744011550940e-22,2.922858484833824599e-01,2.449421198421289231e-07,7.050225838494475759e-21
9.059273992096718020e-01,3.497409100089170914e-02,9.827211852626260180e-09,3.073052771534468002e-22,2.877184200888750487e-01,2.874146809579618515e-07,1.184462684539432408e-20
9.124170766075503369e-01,3.467378656697702594e-02,1.159056111679191872e-08,5.168291070366177138e-22,2.832190702071109567e-01,3.365759502408857276e-07,1.977872624531122054e-20
9.189532432856577504e-01,3.437566533041001848e-02,1.364322859785219929e-08,8.639975051157186124e-22,2.787868749184249095e-01,3.933650449656896136e-07,3.282946711773228201e-20
9.255362322733633462e-01,3.407971979926151251e-02,1.602795760405689677e-08,1.435807590613725813e-21,2.744209202900474431e-01,4.588352595558010025e-07,5.416859608808518445e-20
9.321663789857185245e-01,3.378594230617274624e-02,1.879304786243408745e-08,2.372070281122808345e-21,2.701203023441416939e-01,5.341654681262537509e-07,8.885438747129084721e-20
9.388440212405436691e-01,3.349432501419867536e-02,2.199296697359603738e-08,3.896147554724375889e-21,2.658841270232144560e-01,6.206723536550243663e-07,1.449061143469480258e-19
9.455694992756416006e-01,3.320485992253751489e-02,2.568901454807786034e-08,6.362802340829732108e-21,2.617115101530052002e-01,7.198234882643648555e-07,2.349631398320870469e-19
9.523431557661354852e-01,3.291753887214832891e-02,2.995004183751691923e-08,1.033225203535728976e-20,2.576015774029630778e-01,8.332512858360312891e-07,3.788316767892136095e-19
9.591653358419247599e-01,3.263235355125819470e-02,3.485322963562655802e-08,1.668411147131368993e-20,2.535534642444225994e-01,9.627678444415550449e-07,6.073714415888751506e-19
9.660363871052739526e-01,3.234929550076000998e-02,4.048492716138520872e-08,2.679170776454299950e-20,2.495663159065702186e-01,1.110380691833751827e-06,9.683930685383311787e-19
9.729566596485208496e-01,3.206835611950276804e-02,4.694155454841399087e-08,4.278724379665829502e-20,2.456392873303115953e-01,1.278309442513381009e-06,1.535555707121612996e-18
9.799265060719150044e-01,3.178952666947563316e-02,5.433057144864022274e-08,6.796289830008088143e-20,2.417715431201293563e-01,1.469003369657981629e-06,2.421715636887270125e-18
9.869462815015855872e-01,3.151279828088703744e-02,6.277151411356419387e-08,1.073741884412870187e-19,2.379622574940265245e-01,1.685159889483708810e-06,3.798841196919249560e-18
9.940163436076314696e-01,3.123816195714078370e-02,7.239710314150527068e-08,1.687426151548580550e-19,2.342106142316519590e-01,1.929743949417715567e-06,5.927560703057775894e-18
1.001137052622349977e+00,3.096560857970987249e-02,8.335442387303200714e-08,2.637987228150642759e-19,2.305158066206877687e-01,2.206008304806164224e-06,9.200764468369004983e-18
1.008308771358586986e+00,3.069512891291023907e-02,9.580618117845062413e-08,4.102697442329127815e-19,2.268770374015940949e-01,2.517514661793332080e-06,1.420759947109545316e-17
1.015531865228224806e+00,3.042671360857523294e-02,1.099320301101726202e-07,6.348055938646321192e-19,2.232935187107880082e-01,2.868155656511611282e-06,2.182689452219515253e-17
1.022806702260802725e+00,3.016035321063245331e-02,1.259299835885476958e-07,9.772636043762327628e-19,2.197644720223397574e-01,3.262177632853935040e-06,3.336283284376469895e-17
1.030133653122263793e+00,2.989603815958476879e-02,1.440178979522298169e-07,1.496950419236052577e-18,2.162891280882697498e-01,3.704204172900507337e-06,5.074095079316103648e-17
1.037513091133846377e+00,2.963375879689609041e-02,1.644350368336347666e-07,2.281668366942578752e-18,2.128667268775133181e-01,4.199260325590234307e-06,7.678982820368607019e-17
1.044945392291101172e+00,2.937350536928423281e-02,1.874437134168010495e-07,3.460759838127525648e-18,2.094965175136379587e-01,4.752797470510546544e-06,1.156438726396828950e-16
1.052430935283050539e+00,2.911526803292151244e-02,2.133310107001124913e-07,5.223822156346984347e-18,2.061777582113769602e-01,5.370718744792811307e-06,1.733163513171067606e-16
1.059970101511485074e+00,2.885903685754489384e-02,2.424105789207338568e-07,7.847424651158939665e-18,2.029097162120526154e-01,6.059404952099700992e-06,2.585105662371509158e-16
1.067563275110392729e+00,2.860480183047704392e-02,2.750245088028811213e-07,1.173306226561904526e-17,1.996916677179584043e-01,6.825740863646786134e-06,3.837624781380983406e-16
1.075210842965536040e+00,2.835255286055935950e-02,3.115452787701277860e-07,1.746080962758026741e-17,1.965228978257599624e-01,7.677141812186608343e-06,5.670423579283140102e-16
1.082913194734160367e+00,2.810227978199879642e-02,3.523777737146429724e-07,2.586480606664369788e-17,1.934027004589857768e-01,8.621580470966152307e-06,8.339890353190280166e-16
1.090670722864849118e+00,2.785397235812945432e-02,3.979613723465798873e-07,3.813894953960472113e-17,1.903303782996627058e-01,9.667613700937193383e-06,1.221011717070138039e-15
1.098483822617521533e+00,2.760762028509040206e-02,4.487720995571767426e-07,5.598419331155333620e-17,1.873052427191585767e-01,1.082440934102319512e-05,1.779575914316091480e-15
1.106352892083569017e+00,2.736321319542120781e-02,5.053248396228409602e-07,8.181286636638582013e-17,1.843266137082907596e-01,1.210177280811189850e-05,2.582097832352680113e-15
1.114278332206139366e+00,2.712074066157632232e-02,5.681756054581089169e-07,1.190307898023891493e-16,1.813938198067542862e-01,1.351017336573353021e-05,3.730013379629127520e-15
1.122260546800568193e+00,2.688019219935956425e-02,6.379238584964768242e-07,1.724250380245177372e-16,1.785061980319226083e-01,1.506076991317895127e-05,5.364773548648237885e-15
1.130299942574949590e+00,2.664155727128038678e-02,7.152148731436054413e-07,2.486945069156753261e-16,1.756630938070785353e-01,1.676543614018904743e-05,7.682759656134427232e-15
1.138396929150862436e+00,2.640482528983268545e-02,8.007421391120476217e-07,3.571726503763098836e-16,1.728638608891178430e-01,1.863678488639710306e-05,1.095542526960760153e-14
1.146551919084239479e+00,2.616998562069787829e-02,8.952497943140442613e-07,5.108076509224912216e-16,1.701078612957817870e-01,2.068819153948795397e-05,1.555637586548329457e-14
1.154765327886386750e+00,2.593702758587328877e-02,9.995350803644633571e-07,7.274859283389699985e-16,1.673944652324612092e-01,2.293381630164182002e-05,2.199761625043276847e-14
1.163037574045158840e+00,2.570594046672701471e-02,1.114450812134073627e-06,1.031811548398462098e-15,1.647230510186174501e-01,2.538862515031990938e-05,3.097785899151300980e-14
1.171369079046275852e+00,2.547671350698089976e-02,1.240907852198220271e-06,1.457488369904158568e-15,1.620930050138688350e-01,2.806840931687203564e-05,4.344663067569456874e-14
1.179760267394804218e+00,2.524933591562227714e-02,1.379877580454335451e-06,2.050495640318821769e-15,1.595037215437782874e-01,3.098980310490275457e-05,6.068898084690812928e-14
1.188211566636782068e+00,2.502379686974627940e-02,1.532394348635653303e-06,2.873303652215340431e-15,1.569546028253890058e-01,3.417029986981109067e-05,8.443694446702147003e-14
1.196723407381004689e+00,2.480008551732945307e-02,1.699557908936017770e-06,4.010446986216923721e-15,1.544450588925441181e-01,3.762826598153355066e-05,1.170155973390398650e-13
1.205296223320966975e+00,2.457819097993607649e-02,1.882535805483921302e-06,5.575862424725602825e-15,1.519745075210290064e-01,4.138295259424828548e-05,1.615336527384467290e-13
1.213930451256956422e+00,2.435810235535847135e-02,2.082565716969125035e-06,7.722511231383956970e-15,1.495423741535751860e-01,4.545450504970469660e-05,2.221311692707519502e-13
1.222626531118313986e+00,2.413980872019210952e-02,2.300957738336789490e-06,1.065494647188594234e-14,1.471480918247567715e-01,4.986396974494014490e-05,3.043001849505467886e-13
1.231384905985844824e+00,2.392329913234714223e-02,2.539096589125009549e-06,1.464566178843263071e-14,1.447911010858187464e-01,5.463329830042168710e-05,4.152980910197248589e-13
1.240206022114396234e+00,2.370856263349701773e-02,2.798443735738399813e-06,2.005627616352041808e-14,1.424708499294655428e-01,5.978534887115178654e-05,5.646784643787233580e-13
1.249090328955596352e+00,2.349558825146563432e-02,3.080539414724231825e-06,2.736487879189834651e-14,1.401867937146432097e-01,6.534388445094496494e-05,7.649700690097976800e-13
1.258038279180750729e+00,2.328436500255405203e-02,3.387004543953559619e-06,3.720118995726953364e-14,1.379383950913465884e-01,7.133356802893084739e-05,1.032542023060676789e-12
1.267050328703911655e+00,2.307488189380774157e-02,3.719542508511295939e-06,5.039160042083421031e-14,1.357251239254777531e-01,7.777995446734611710e-05,1.388701950764804454e-12
1.276126936705102910e+00,2.286712792522568524e-02,4.079940808066420416e-06,6.801664807711973088e-14,1.335464572237874681e-01,8.470947898075695834e-05,1.861084574955265400e-12
1.285268565653718165e+00,2.266109209191214877e-02,4.470072552533145563e-06,9.148409377605382432e-14,1.314018790589228658e-01,9.214944210904390176e-05,2.485400974587832268e-12
1.294475681332087014e+00,2.245676338617230705e-02,4.891897792942848627e-06,1.226214882633777061e-13,1.292908804946091561e-01,1.001279910896297700e-04,3.307633994315601098e-12
1.303748752859202220e+00,2.225413079955284798e-02,5.347464674629613581e-06,1.637930022498064539e-13,1.272129595109913469e-01,1.086740975485431194e-04,4.386783459244600401e-12
1.313088252714625481e+00,2.205318332482840427e-02,5.838910400090345110e-06,2.180463481979104751e-13,1.251676209301565978e-01,1.178175314449080193e-04,5.798286378183987665e-12
1.322494656762561949e+00,2.185390995793487848e-02,6.368461989210802109e-06,2.892968857986272691e-13,1.231543763418619652e-01,1.275888312192006600e-04,7.638262728050593800e-12
1.331968444276102836e+00,2.165629969985084780e-02,6.938436824954816293e-06,3.825575077065643490e-13,1.211727440294902841e-01,1.380192701120882355e-04,1.002876727300664652e-11
1.341510097961649439e+00,2.146034155842768687e-02,7.551242973094588742e-06,5.042246868059763073e-13,1.192222488962520754e-01,1.491408186377687916e-04,1.312426281650406678e-11
1.351120103983504128e+00,2.126602455016974799e-02,8.209379265109995039e-06,6.624331748075127397e-13,1.173024223916567521e-01,1.609861032132861504e-04,1.711957100611665095e-11
1.360798951988642758e+00,2.107333770196532369e-02,8.915435134009697663e-06,8.674943232122445363e-13,1.154128024382699291e-01,1.735883609633293685e-04,2.225960406546724197e-11
1.370547135131665373e+00,2.088227005276933890e-02,9.672090193517202136e-06,1.132435905970843738e-12,1.135529333587753237e-01,1.869813907383006469e-04,2.885123543208953960e-11
1.380365150099918337e+00,2.069281065523893848e-02,1.048211355182285069e-05,1.473664718592882436e-12,1.117223658033608819e-01,2.011995004019232359e-04,3.727773011240050144e-11
1.390253497138807193e+00,2.050494857732254941e-02,1.134836285192453104e-05,1.911777177052278865e-12,1.099206566774416916e-01,2.162774504632404289e-04,4.801622756002173364e-11
1.400212680077279837e+00,2.031867290380365634e-02,1.227378303145769688e-05,2.472547713712139780e-12,1.081473690697400403e-01,2.322503941463396513e-04,6.165885202881475252e-11
1.410243206353499978e+00,2.013397273779994959e-02,1.326140479585354697e-05,3.188130044949194079e-12,1.064020721807338726e-01,2.491538140095492238e-04,7.893811868053301893e-11
1.420345587040703794e+00,1.995083720221877202e-02,1.431434279964856491e-05,4.098512450616379482e-12,1.046843412514898569e-01,2.670234552439163162e-04,1.007574093092111571e-10
1.430520336873235543e+00,1.976925544116988828e-02,1.543579353180128048e-05,5.253275149364060511e-12,1.029937574928951188e-01,2.858952557984922914e-04,1.282274104768678367e-10
1.440767974272779250e+00,1.958921662133619387e-02,1.662903290194836368e-05,6.713705772286500704e-12,1.013299080152985226e-01,3.058052734972159536e-04,1.627095402470032579e-10
1.451089021374768917e+00,1.941070993330342234e-02,1.789741352563742680e-05,8.555337931795101515e-12,9.969238575857615470e-02,3.267896103287377084e-04,2.058675386592931624e-10
1.461484004054993457e+00,1.923372459284954789e-02,1.924436170771765887e-05,1.087098805919478014e-11,9.808078942263077915e-02,3.488843341065204335e-04,2.597285626948183517e-10
1.471953451956394376e+00,1.905824984219464668e-02,2.067337412423097474e-05,1.377437715321112775e-11,9.649472339833649326e-02,3.721253977116343020e-04,3.267553097759468719e-10
1.482497898516045964e+00,1.888427495121232022e-02,2.218801420432655266e-05,1.740443695571450937e-11,9.493379769894057241e-02,3.965485561448598047e-04,4.099308958010235650e-10
1.493117880992341551e+00,1.871178921860301714e-02,2.379190821491998403e-05,2.193041446493367058e-11,9.339762789192931902e-02,4.221892816280316653e-04,5.128584352094153332e-10
1.503813940492361390e+00,1.854078197303050263e-02,2.548874105201153389e-05,2.755790472568312945e-11,9.188583503137050246e-02,4.490826770066301261e-04,6.398775123599731082e-10
1.514586621999446603e+00,1.837124257422186741e-02,2.728225174378212867e-05,3.453595961450316282e-11,9.039804559073788548e-02,4.772633877167610007e-04,7.961999961844853927e-10
1.525436474400968523e+00,1.820316041403202689e-02,2.917622867177386517e-05,4.316543997583612438e-11,8.893389139622773221e-02,5.067655125894437139e-04,9.880679340537687459e-10
1.536364050516290547e+00,1.803652491747346001e-02,3.117450451763957640e-05,5.380880006898242819e-11,8.749300956057504131e-02,5.376225137736993353e-04,1.222936566250728332e-09
1.547369907124941157e+00,1.787132554371178086e-02,3.328095094410918960e-05,6.690151695250084621e-11,8.607504241737495843e-02,5.698671260672690886e-04,1.509685829301676983e-09
1.558454604994977233e+00,1.770755178702805230e-02,3.549947301994696252e-05,8.296540325062506393e-11,8.467963745591804148e-02,6.035312659496066623e-04,1.858864064292422201e-09
1.569618708911558969e+00,1.754519317774836176e-02,3.783400339978184354e-05,1.026240697900357375e-10,8.330644725654372251e-02,6.386459406164296570e-04,2.282968014471869141e-09
1.580862787705729300e+00,1.738423928314145397e-02,4.028849627075419134e-05,1.266208349236966164e-10,8.195512942651800303e-02,6.752411573181951818e-04,2.796763583825068018e-09
1.592187414283390945e+00,1.722467970828516631e-02,4.286692107894195139e-05,1.558394100112923436e-10,8.062534653644240490e-02,7.133458333065615525e-04,3.417652233373256071e-09
1.603593165654500607e+00,1.706650409690218043e-02,4.557325604950957637e-05,1.913277255205938719e-10,7.931676605719585604e-02,7.529877066932853715e-04,4.166088312776203168e-09
1.615080622962470347e+00,1.690970213216584292e-02,4.841148151543881698e-05,2.343252995424352807e-10,7.802906029741626948e-02,7.941932485248066409e-04,5.066053058935314202e-09
1.626650371513772564e+00,1.675426353747680452e-02,5.138557307056361542e-05,2.862945901366894517e-10,7.676190634152546544e-02,8.369875763732481481e-04,6.145591437787055987e-09
1.638303000807768584e+00,1.660017807721082470e-02,5.449949456344160614e-05,3.489568147778984183e-10,7.551498598829965714e-02,8.813943697407568625e-04,7.437418456867571154e-09
1.650039104566739523e+00,1.644743555743877553e-02,5.775719094932028940e-05,4.243327641409634050e-10,7.428798568999089857e-02,9.274357875687048048e-04,8.979602030496963532e-09
1.661859280766139424e+00,1.629602582661907051e-02,6.116258101813560309e-05,5.147891834152772769e-10,7.308059649200046581e-02,9.751323881368449036e-04,1.081632993201278470e-08
1.673764131665065991e+00,1.614593877626337853e-02,6.471955001707028826e-05,6.230913420724491596e-10,7.189251397310740532e-02,1.024503051629589668e-03,1.299876881323083849e-08
1.685754263836940492e+00,1.599716434157617481e-02,6.843194218672190741e-05,7.524624623066755495e-10,7.072343818625555223e-02,1.075564905637515492e-03,1.558602370453862158e-08
1.697830288200421034e+00,1.584969250206857624e-02,7.230355323038357128e-05,9.066507269390702681e-10,6.957307359989849116e-02,1.128333253852075021e-03,1.864620682350563090e-08
1.709992820050524109e+00,1.570351328214725922e-02,7.633812273629721331e-05,1.090004639098387556e-09,6.844112903990678953e-02,1.182821508200042945e-03,2.225762490885191225e-08
1.722242479089976408e+00,1.555861675167885712e-02,8.053932657303725800e-05,1.307557558082264332e-09,6.732731763203683717e-02,1.239041124651993125e-03,2.651009465283668195e-08
1.734579889460794000e+00,1.541499302653040644e-02,8.491076927838747690e-05,1.565122288032960920e-09,6.623135674496270775e-02,1.297001542925777136e-03,3.150639612091159561e-08
1.747005679776076237e+00,1.527263226908653557e-02,8.945597646219695116e-05,1.869396647945915266e-09,6.515296793387298502e-02,1.356710130291739324e-03,3.736387431476620053e-08
1.759520483152041903e+00,1.513152468874369785e-02,9.417838724375835943e-05,2.228081002533410954e-09,6.409187688463101329e-02,1.418172129671568717e-03,4.421619924530854771e-08
1.772124937240281639e+00,1.499166054238222807e-02,9.908134674420504009e-05,2.650008783000308548e-09,6.304781335850091761e-02,1.481390612206842693e-03,5.221529502700452815e-08
1.784819684260250616e+00,1.485303013481651009e-02,1.041680986543278128e-04,3.145291074221065455e-09,6.202051113743751315e-02,1.546366434457234701e-03,6.153344857562081010e-08
1.797605371031991917e+00,1.471562381922391846e-02,1.094417778980055029e-04,3.725476389451031752e-09,6.100970796994101275e-02,1.613098200371310565e-03,7.236560847887041594e-08
1.810482649009088618e+00,1.457943199755300234e-02,1.149054034111880523e-04,4.403726794838027224e-09,6.001514551747609560e-02,1.681582228155715716e-03,8.493188450502491743e-08
1.823452174311863017e+00,1.444444512091130721e-02,1.205618710560294566e-04,5.195011582857132542e-09,5.903656930145352588e-02,1.751812522150908392e-03,9.948025800958348721e-08
1.836514607760799889e+00,1.431065368993348491e-02,1.264139466893461074e-04,6.116319725573282222e-09,5.807372865077518181e-02,1.823780749803596921e-03,1.162895131862125285e-07
1.849670614910221111e+00,1.417804825512999044e-02,1.324642594041110363e-04,7.186892364523895802e-09,5.712637664993955311e-02,1.897476223808183295e-03,1.356723986775765284e-07
1.862920866082197646e+00,1.404661941721691530e-02,1.387152949621308945e-04,8.428476613156597969e-09,5.619427008770772058e-02,1.972885889471162266e-03,1.579790285068847488e-07
1.876266036400698889e+00,1.391635782742746928e-02,1.451693894354476539e-04,9.865601959303727311e-09,5.527716940632821513e-02,2.049994317334365677e-03,1.836005306053897137e-07
1.889706805825997371e+00,1.378725418780536900e-02,1.518287230733470850e-04,1.152588055826880768e-08,5.437483865131818861e-02,2.128783701075004017e-03,2.129729503888809138e-07
1.903243859189308385e+00,1.365929925148082723e-02,1.586953144111062110e-04,1.344033270087699848e-08,5.348704542180058447e-02,2.209233860682256485e-03,2.465814158723373943e-07
1.916877886227686067e+00,1.353248382292932678e-02,1.657710146358655132e-04,1.564373872448327103e-08,5.261356082139399121e-02,2.291322250892935918e-03,2.849645697028610932e-07
1.930609581619169290e+00,1.340679875821372893e-02,1.730575022241599714e-04,1.817501860760960000e-08,5.175415940965360367e-02,2.375023974851066168e-03,3.287192722338776032e-07
1.944439645018170904e+00,1.328223496521017087e-02,1.805562778647867731e-04,2.107764044983735371e-08,5.090861915406175858e-02,2.460311802939489818e-03,3.785055783573576608e-07
1.958368781091129884e+00,1.315878340381802618e-02,1.882686596797809148e-04,2.440005898709133276e-08,5.007672138256422795e-02,2.547156196715120828e-03,4.350519892556725905e-07
1.972397699552417505e+00,1.303643508615439338e-02,1.961957787553260412e-04,2.819618522784593282e-08,4.925825073665072301e-02,2.635525337863563623e-03,4.991609785322386896e-07
1.986527115200492410e+00,1.291518107673357563e-02,2.043385749934457137e-04,3.252588821748043431e-08,4.845299512497719396e-02,2.725385162073321217e-03,5.717147903338146658e-07
2.000757747954327925e+00,1.279501249263174760e-02,2.126977932943418918e-04,3.745552984551318496e-08,4.766074567752602575e-02,2.816699397715361711e-03,6.536815050924388438e-07
2.015090322890087382e+00,1.267592050363740806e-02,2.212739800782046221e-04,4.305853350331327243e-08,4.688129670030258961e-02,2.909429609199515755e-03,7.461213663978032455e-07
2.029525570278070123e+00,1.255789633238780373e-02,2.300674801543050739e-04,4.941598727786525049e-08,4.611444563056420198e-02,3.003535244866212262e-03,8.501933602707869875e-07
2.044064225619923736e+00,1.244093125449174768e-02,2.390784339441139495e-04,5.661728223000524613e-08,4.535999299257866685e-02,3.098973689259239186e-03,9.671620357553395757e-07
2.058707029686110523e+00,1.232501659863927818e-02,2.483067750641389042e-04,6.476078615323163303e-08,4.461774235390993104e-02,3.195700319613696723e-03,1.098404553291807973e-06
2.073454728553662196e+00,1.221014374669827582e-02,2.577522282731331787e-04,7.395455304178754586e-08,4.388750028222589139e-02,3.293668566382577153e-03,1.245417944793941396e-06
2.088308073644183693e+00,1.209630413379867743e-02,2.674143077872269641e-04,8.431706831436753845e-08,4.316907630262737522e-02,3.392829977615020171e-03,1.409826566738895695e-06
2.103267821762144330e+00,1.198348924840433351e-02,2.772923159655274515e-04,9.597802964298567508e-08,4.246228285549253495e-02,3.493134286990650164e-03,1.593389724913534623e-06
2.118334735133440727e+00,1.187169063237301057e-02,2.873853423676554124e-04,1.090791630256298299e-07,4.176693525483454045e-02,3.594529485305905225e-03,1.798009446757809613e-06
2.133509581444226200e+00,1.176089988100485588e-02,2.976922631836583606e-04,1.237750735170772267e-07,4.108285164716894700e-02,3.696961895200949737e-03,2.025738374528579487e-06
2.148793133880034567e+00,1.165110864307947192e-02,3.082117410357438020e-04,1.402341297954569275e-07,4.040985297088609679e-02,3.800376248909635799e-03,2.278787749795932746e-06
2.164186171165168648e+00,1.154230862088215931e-02,3.189422251502510466e-04,1.586393814937238592e-07,3.974776291612616003e-02,3.904715768809180389e-03,2.559535457100268789e-06
2.179689477602377856e+00,1.143449157021942525e-02,3.298819518973278016e-04,1.791895079663925323e-07,3.909640788515218734e-02,4.009922250541878008e-03,2.870534091966963899e-06
2.195303843112827558e+00,1.132764930042406276e-02,3.410289456948283841e-04,2.020997968938619754e-07,3.845561695321711437e-02,4.115936148477514732e-03,3.214519015919190349e-06
2.211030063276334889e+00,1.122177367435030909e-02,3.523810202720096293e-04,2.276031508508409342e-07,3.782522182992226201e-02,4.222696663282108666e-03,3.594416358672146153e-06
2.226868939371917655e+00,1.111685660835900168e-02,3.639357802877597704e-04,2.559511196835253550e-07,3.720505682106129558e-02,4.330141831357222672e-03,4.013350925361612072e-06
2.242821278418609676e+00,1.101289007229338743e-02,3.756906232971780066e-04,2.874149562535765535e-07,3.659495879094785270e-02,4.438208615912362688e-03,4.474653964474738239e-06
2.258887893216585674e+00,1.090986608944556624e-02,3.876427420595781183e-04,3.222866928179473450e-07,3.599476712522111516e-02,4.546832999433515765e-03,4.981870750143830101e-06
2.275069602388577916e+00,1.080777673651394863e-02,3.997891271801582813e-04,3.608802350235909710e-07,3.540432369412602198e-02,4.655950077310947420e-03,5.538767930650610818e-06
2.291367230421577084e+00,1.070661414355206405e-02,4.121265700768508692e-04,4.035324702074034030e-07,3.482347281626454322e-02,4.765494152390900573e-03,6.149340593396845854e-06
2.307781607708851990e+00,1.060637049390877711e-02,4.246516662632024430e-04,4.506043864065340984e-07,3.425206122281246324e-02,4.875398830218211424e-03,6.817818995250275949e-06
2.324313570592251299e+00,1.050703802416037141e-02,4.373608189374300495e-04,5.024821982041608437e-07,3.368993802219922423e-02,4.985597114739346095e-03,7.548674906086836612e-06
2.340963961404819660e+00,1.040860902403460513e-02,4.502502428672344281e-04,5.595784752638492400e-07,3.313695466524536198e-02,5.096021504239223350e-03,8.346627512550396620e-06
2.357733628513720259e+00,1.031107583632698103e-02,4.633159685593672629e-04,6.223332691432832873e-07,3.259296491075391183e-02,5.206604087289266186e-03,9.216648828548183283e-06
2.374623426363451806e+00,1.021443085680959380e-02,4.765538467024125579e-04,6.912152337279870564e-07,3.205782479155178111e-02,5.317276638488726420e-03,1.016396855881340075e-05
2.391634215519390594e+00,1.011866653413259938e-02,4.899595528708206200e-04,7.667227343901748123e-07,3.153139258097625158e-02,5.427970713787202799e-03,1.119407836201414817e-05
2.408766862711638534e+00,1.002377536971865539e-02,5.035285924777520208e-04,8.493849407584790137e-07,3.101352875980283030e-02,5.538617745181640371e-03,1.231273546036962248e-05
2.426022240879178060e+00,9.929749917650556104e-03,5.172563059639318254e-04,9.397628977839834867e-07,3.050409598361027846e-02,5.649149134587783637e-03,1.352596554357154206e-05
2.443401229214358761e+00,9.836582784552129824e-03,5.311378742094029952e-04,1.038450569608459378e-06,3.000295905057796461e-02,5.759496346693020012e-03,1.484006491600165152e-05
2.460904713207684669e+00,9.744266629462842652e-03,5.451683241547286216e-04,1.146075850583565027e-06,2.950998486971218027e-02,5.869591000604431827e-03,1.626160183778355045e-05
2.478533584692937275e+00,9.652794163706075736e-03,5.593425346180014518e-04,1.263301537657847933e-06,2.902504242949622074e-02,5.979364960113919825e-03,1.779741701212277948e-05
2.496288741892618290e+00,9.562158150751429858e-03,5.736552422937983694e-04,1.390826258242382765e-06,2.854800276696045983e-02,6.088750422410022303e-03,1.945462317365612118e-05
2.514171089463705933e+00,9.472351406071222168e-03,5.881010479200514439e-04,1.529385347587926225e-06,2.807873893716840430e-02,6.197680005074219373e-03,2.124060373515237283e-05
2.532181538543762045e+00,9.383366796991286091e-03,6.026744225987401646e-04,1.679751669658426777e-06,2.761712598311349617e-02,6.306086831208318998e-03,2.316301045287933391e-05
2.550321006797343859e+00,9.295197242536421336e-03,6.173697142561811006e-04,1.842736375467441142e-06,2.716304090602364094e-02,6.413904612547776177e-03,2.522976007424632147e-05
2.568590418462766589e+00,9.207835713270483627e-03,6.321811542287355742e-04,2.019189592858605554e-06,2.671636263606810141e-02,6.521067730425249113e-03,2.744902993496130665e-05
2.586990704399198648e+00,9.121275231131431571e-03,6.471028639597074718e-04,2.210001041757568355e-06,2.627697200346298945e-02,6.627511314457132201e-03,2.982925247686307065e-05
2.605522802134081051e+00,9.035508869261502443e-03,6.621288617932811604e-04,2.416100569002707000e-06,2.584475170997138985e-02,6.733171318835229520e-03,3.237910866180031115e-05
2.624187655910905637e+00,8.950529751832565425e-03,6.772530698514600675e-04,2.638458596976120311e-06,2.541958630079300258e-02,6.837984596114957819e-03,3.510752026141160322e-05
2.642986216737319705e+00,8.866331053866980186e-03,6.924693209800432446e-04,2.878086480403188638e-06,2.500136213684003156e-02,6.941888968400394822e-03,3.802364100736538359e-05
